                          Application,Event Type,Event Description,Environment,Associated Ticket,Start Date/Time (CST/CDT),End Date/Time (CST/CDT)
Secure Connect,Patching,DB Quarterly Bundle Patch,PROD,108396,6/23/2022 22:00,6/24/2022 5:00
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
